season,team,player_name,player_long_name,espn_id,player_role,is_withdrawn,nationality,acquisition_type,base_price,sold_price,currency,sold_price_inr,base_price_inr,sold_price_crores,capped_status,replaced_player,price_bucket,is_mega_auction_year
2008,Rajasthan Royals,M Morkel,Morne Morkel,46538,P,,Overseas,sold,,60000,USD,2700000,,0.27,,,Under 1 Crore,Y
2008,Rajasthan Royals,Pankaj Singh,Pankaj Singh,32973,P,,India,signed,,50000,USD,2250000,,0.23,,,Under 1 Crore,Y
2008,Rajasthan Royals,MM Patel,Munaf Patel,32965,P,,India,sold,100000,275000,USD,12375000,4500000,1.24,,,1-2 Crore,Y
2008,Rajasthan Royals,NK Patel,Niraj Patel,32240,P,,India,signed,,50000,USD,2250000,,0.23,,,Under 1 Crore,Y
2008,Rajasthan Royals,YK Pathan,Yusuf Pathan,32498,P,,India,sold,100000,475000,USD,21375000,4500000,2.14,,,2-5 Crore,Y
2008,Rajasthan Royals,M Rawat,Mahesh Rawat,33440,P,,India,signed,,50000,USD,2250000,,0.23,,,Under 1 Crore,Y
2008,Rajasthan Royals,AP Revandkar,Anup Revandkar,284355,P,,India,signed,,20000,USD,900000,,0.09,,,Under 1 Crore,Y
2008,Rajasthan Royals,D Salunkhe,Dinesh Salunkhe,278482,P,,India,signed,,20000,USD,900000,,0.09,,,Under 1 Crore,Y
2008,Rajasthan Royals,JN Shah,Jaydev Shah,34997,P,,India,signed,,50000,USD,2250000,,0.23,,,Under 1 Crore,Y
2008,Rajasthan Royals,GC Smith,Graeme Smith,47270,P,,Overseas,sold,250000,250000,USD,11250000,11250000,1.13,,,1-2 Crore,Y
2008,Rajasthan Royals,Sohail Tanvir,Sohail Tanvir,43265,P,,Overseas,sold,,100000,USD,4500000,,0.45,,,Under 1 Crore,Y
2008,Rajasthan Royals,SK Trivedi,Siddharth Trivedi,35353,P,,India,signed,,50000,USD,2250000,,0.23,,,Under 1 Crore,Y
2008,Rajasthan Royals,SR Watson,Shane Watson,8180,P,,Overseas,sold,,125000,USD,5625000,,0.56,,,Under 1 Crore,Y
2008,Rajasthan Royals,Younis Khan,Younis Khan,43652,P,,Overseas,sold,225000,225000,USD,10125000,10125000,1.01,,,1-2 Crore,Y
2008,Rajasthan Royals,JL Langer,Justin Langer,6256,P,Y,Overseas,sold,200000,200000,USD,9000000,9000000,0.9,,,Under 1 Crore,Y
2008,Rajasthan Royals,AD Mascarenhas,Dimitri Mascarenhas,16932,P,Y,Overseas,sold,,100000,USD,4500000,,0.45,,,Under 1 Crore,Y
